CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0255/0035,F,19,II,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0255
S0255/0036,F,14,I,CIV:C;HIST:B;GEO:B;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0255
S0255/0037,F,16,I,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:A;FREN:D;BIO:C;B-MATH:C;COMM:B;B-KEEPING:B,s0255
S0255/0038,F,23,III,CIV:C;HIST:D;GEO:F;B-KNOWL:C;KISW:C;ENGL:B;BIO:D;B-MATH:F;COMM:D,s0255
S0255/0039,F,31,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:D;COMM:D,s0255
S0255/0040,F,24,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:D;COMM:D,s0255
S0255/0041,F,18,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;FREN:D;BIO:C;B-MATH:D;COMM:A;B-KEEPING:C,s0255
S0255/0042,F,24,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:C;COMM:D,s0255
S0255/0043,F,14,I,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0255
S0255/0044,F,25,III,CIV:F;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:D;BIO:D;B-MATH:C,s0255
S0255/0045,F,18,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;BIO:C;B-MATH:C;COMM:B;B-KEEPING:B,s0255
S0255/0046,F,23,III,CIV:D;HIST:C;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:F;COMM:C,s0255
S0255/0047,F,18,II,CIV:B;HIST:D;GEO:C;B-KNOWL:B;KISW:C;ENGL:C;BIO:C;B-MATH:D;COMM:B,s0255
S0255/0048,F,22,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;FREN:D;BIO:C;B-MATH:D;COMM:C,s0255
S0255/0049,F,23,III,CIV:F;HIST:D;GEO:D;B-KNOWL:F;KISW:D;ENGL:B;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0255
S0255/0050,F,22,III,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:B,s0255
S0255/0051,F,24,III,CIV:C;HIST:F;GEO:C;B-KNOWL:C;KISW:C;ENGL:D;BIO:D;B-MATH:D,s0255
S0255/0052,F,28,IV,CIV:D;HIST:F;GEO:F;B-KNOWL:D;KISW:D;ENGL:C;BIO:D;B-MATH:F;COMM:D,s0255
S0255/0053,F,10,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B;BIO:A;B-MATH:A;COMM:A;B-KEEPING:A,s0255
S0255/0054,F,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0255
S0255/0055,F,16,I,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:B;B-MATH:B,s0255
S0256/0001,F,20,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0256
S0256/0002,F,23,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0256
S0256/0003,F,21,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:B;CHEM:D;BIO:C;B-MATH:C,s0256
S0256/0004,F,24,III,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0256
S0256/0005,F,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:B,s0256
S0256/0006,F,28,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:C;PHY:D;CHEM:F;BIO:D;B-MATH:C,s0256
S0256/0007,F,24,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0256
S0256/0008,F,19,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:C;BIO:C;B-MATH:B,s0256
S0256/0009,F,25,III,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:C;CHEM:D;BIO:D;B-MATH:C,s0256
S0256/0010,F,13,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:A;PHY:B;CHEM:A;BIO:B;B-MATH:B,s0256
S0256/0011,F,22,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:B;CHEM:C;BIO:D;B-MATH:C,s0256
S0256/0012,F,19,II,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;CHEM:C;BIO:B;B-MATH:B,s0256
S0256/0013,F,25,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:D,s0256
S0256/0014,F,24,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:C,s0256
S0256/0015,F,22,III,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:B;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0256
S0256/0016,F,18,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0256
S0256/0017,F,25,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0256
S0256/0018,F,17,I,CIV:B;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0256
S0256/0019,F,17,I,CIV:B;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0256
S0256/0020,F,20,II,CIV:C;HIST:D;GEO:C;KISW:D;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0256
S0256/0021,F,26,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:C,s0256
S0256/0022,F,26,IV,CIV:C;HIST:D;GEO:F;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0256
S0256/0023,F,17,I,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0024,F,19,II,CIV:D;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:B,s0256
S0256/0025,F,18,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:B;B-MATH:B,s0256
S0256/0026,F,13,I,CIV:B;HIST:D;GEO:B;KISW:A;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0027,F,15,I,CIV:B;HIST:D;GEO:B;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0028,F,18,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:D,s0256
S0256/0029,F,15,I,CIV:C;HIST:F;GEO:B;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:A,s0256
S0256/0030,F,13,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:A,s0256
S0256/0031,F,20,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0256
S0256/0032,F,23,III,CIV:C;HIST:F;GEO:C;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:D,s0256
S0256/0033,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0256
S0256/0034,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;CHEM:D;BIO:D;B-MATH:F,s0256
S0256/0035,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:D,s0256
S0256/0036,F,16,I,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0037,F,24,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0256
S0256/0038,F,22,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0256
S0256/0039,F,27,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:C;CHEM:D;BIO:D;B-MATH:D,s0256
S0256/0040,F,18,II,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0256
S0256/0041,F,16,I,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:A,s0256
S0256/0042,F,20,II,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0256
S0256/0043,F,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0256
S0256/0044,F,16,I,CIV:C;HIST:D;GEO:B;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0256
S0256/0045,F,19,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:B;BIO:C;B-MATH:C,s0256
S0256/0046,F,19,II,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0256
S0256/0047,F,17,I,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0048,F,15,I,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0256
S0256/0049,F,16,I,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:A,s0256
S0256/0050,F,17,I,CIV:B;HIST:C;GEO:B;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0256
S0257/0001,F,30,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0002,F,25,III,CIV:C;HIST:F;GEO:C;KISW:C;ENGL:B;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0003,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:F;B-MATH:D,s0257
S0257/0004,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0257
S0257/0005,F,22,III,CIV:C;GEO:C;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:D;B-MATH:C,s0257
S0257/0006,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0007,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0008,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;CHEM:F;BIO:F;B-MATH:F,s0257
S0257/0009,F,32,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0257
S0257/0010,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0257
S0257/0011,F,24,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;CHEM:D;BIO:D;B-MATH:F,s0257
S0257/0012,F,19,II,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:C;PHY:F;CHEM:B;BIO:D;B-MATH:D,s0257
S0257/0013,F,27,IV,CIV:C;HIST:D;GEO:F;KISW:B;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0014,F,24,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:D;CHEM:C;BIO:F;B-MATH:D,s0257
S0257/0015,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0016,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:D;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0017,F,24,III,CIV:B;HIST:D;GEO:D;KISW:B;ENGL:C;BIO:D;B-MATH:F,s0257
S0257/0018,F,20,II,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:C;BIO:D;B-MATH:D,s0257
S0257/0019,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0257
S0257/0020,F,28,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0257
S0257/0021,F,24,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:F;CHEM:C;BIO:F;B-MATH:F,s0257
S0257/0022,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0023,F,25,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:F;B-MATH:F,s0257
S0257/0024,F,27,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0025,F,30,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0026,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0257
S0257/0027,F,28,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0028,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0257
S0257/0029,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0030,F,21,II,CIV:B;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0257
S0257/0031,F,26,IV,CIV:D;HIST:F;GEO:C;KISW:B;ENGL:C;BIO:F;B-MATH:D,s0257
S0257/0032,F,30,IV,CIV:D;HIST:F;GEO:F;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0033,F,29,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0257
S0257/0034,F,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0035,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0036,F,18,II,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0257
S0257/0037,F,26,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0038,F,28,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0257
S0257/0039,F,28,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0040,F,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0041,F,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;BIO:F;B-MATH:F,s0257
S0257/0042,F,32,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0043,F,28,IV,CIV:C;HIST:F;GEO:D;KISW:C;ENGL:D;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0044,F,26,IV,CIV:D;HIST:D;GEO:B;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0045,F,22,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:D;B-MATH:F,s0257
S0257/0046,F,26,IV,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0257
S0257/0047,F,21,II,CIV:C;HIST:D;GEO:B;KISW:B;ENGL:D;PHY:F;CHEM:C;BIO:D;B-MATH:C,s0257
S0257/0048,F,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0049,F,21,II,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:B;BIO:C;B-MATH:D,s0257
S0257/0050,F,24,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:F;B-MATH:F,s0257
S0257/0051,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:F;B-MATH:D,s0257
S0257/0052,F,27,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;CHEM:D;BIO:F;B-MATH:F,s0257
S0257/0053,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0257
S0258/0001,F,31,IV,CIV:F;HIST:C;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0002,F,28,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:F;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0003,F,29,IV,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:D;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0004,F,31,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0005,F,21,II,CIV:D;HIST:B;GEO:B;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0258
S0258/0006,F,25,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:D;FREN:D;CHEM:D;BIO:D;B-MATH:D,s0258
S0258/0007,F,24,III,CIV:F;HIST:C;GEO:C;KISW:C;ENGL:C;FREN:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0258
S0258/0008,F,32,IV,CIV:F;HIST:C;GEO:D;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0258
S0258/0009,F,32,IV,CIV:F;HIST:C;GEO:F;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0258
S0258/0010,F,25,III,CIV:F;HIST:B;GEO:D;KISW:C;ENGL:D;FREN:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0258
S0258/0011,F,28,IV,CIV:F;HIST:C;GEO:D;KISW:C;ENGL:D;CHEM:D;BIO:F;B-MATH:F,s0258
S0258/0012,F,30,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0258
S0258/0013,F,31,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0258
S0258/0014,F,26,IV,CIV:F;HIST:C;GEO:C;KISW:C;ENGL:C;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0015,F,23,III,CIV:D;HIST:C;GEO:C;KISW:B;ENGL:C;FREN:D;CHEM:D;BIO:D;B-MATH:F,s0258
S0258/0016,F,31,IV,CIV:F;HIST:C;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0017,F,25,III,CIV:F;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0258
S0258/0018,F,29,IV,CIV:F;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0019,F,29,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:D;FREN:F;BIO:D;B-MATH:F,s0258
S0258/0020,F,32,IV,CIV:F;HIST:C;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0021,F,-,-,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;FREN:X;BIO:F;B-MATH:F,s0258
S0258/0022,F,28,IV,CIV:F;HIST:C;GEO:C;KISW:D;ENGL:D;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0023,F,27,IV,CIV:F;HIST:B;GEO:C;KISW:D;ENGL:D;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0024,F,27,IV,CIV:F;HIST:B;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0258
S0258/0025,F,29,IV,CIV:F;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0026,F,31,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0027,F,34,FLD,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0258
S0258/0028,F,29,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0029,F,30,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0030,F,32,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0031,F,31,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:F;FREN:F;BIO:F;B-MATH:F,s0258
S0258/0032,F,28,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0258
S0258/0033,F,26,IV,CIV:F;HIST:D;GEO:B;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0258
S0258/0034,F,29,IV,CIV:F;HIST:C;GEO:C;KISW:C;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0258
S0258/0035,F,26,IV,CIV:F;HIST:C;GEO:D;KISW:C;ENGL:D;FREN:D;CHEM:C;BIO:F;B-MATH:F,s0258
S0258/0036,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;FREN:X;BIO:X;B-MATH:X,s0258
S0258/0037,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0258
S0258/0038,F,29,IV,CIV:F;HIST:C;GEO:D;KISW:D;ENGL:D;FREN:D;BIO:F;B-MATH:F,s0258
S0258/0039,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0258
S0258/0040,F,-,-,CIV:F;HIST:C;GEO:D;KISW:F;ENGL:F;FREN:I;BIO:F;B-MATH:F,s0258
S0259/0001,F,20,II,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:B;LIT;ENG:B;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0259
S0259/0002,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;LIT;ENG:F;BIO:F;B-MATH:F,s0259
S0259/0003,F,25,III,CIV:C;HIST:F;GEO:F;KISW:C;ENGL:C;LIT;ENG:C;PHY:F;CHEM:F;BIO:D;B-MATH:D,s0259
S0259/0004,F,26,IV,CIV:C;HIST:F;GEO:D;KISW:C;ENGL:C;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0005,F,28,IV,CIV:C;HIST:F;GEO:D;KISW:C;ENGL:F;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0006,F,25,III,CIV:B;HIST:D;GEO:D;KISW:D;ENGL:B;LIT;ENG:D;BIO:F;B-MATH:F,s0259
S0259/0007,F,19,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;LIT;ENG:B;BIO:D;B-MATH:F,s0259
S0259/0008,F,20,III,CIV:B;HIST:D;GEO:C;KISW:B;ENGL:B;LIT;ENG:C;BIO:D;B-MATH:F,s0259
S0259/0009,F,22,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;LIT;ENG:C;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0259
S0259/0010,F,24,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;LIT;ENG:B;BIO:F;B-MATH:F,s0259
S0259/0011,F,13,I,CIV:B;HIST:D;GEO:C;KISW:A;ENGL:B;LIT;ENG:B;PHY:C;CHEM:B;BIO:C;B-MATH:A,s0259
S0259/0012,F,18,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;LIT;ENG:B;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0259
S0259/0013,F,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;LIT;ENG:C;BIO:D;B-MATH:D,s0259
S0259/0014,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;LIT;ENG:F;BIO:F;B-MATH:F,s0259
S0259/0015,F,22,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;LIT;ENG:B;BIO:D;B-MATH:F,s0259
S0259/0016,F,21,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;LIT;ENG:B;BIO:D;B-MATH:F,s0259
S0259/0017,F,25,III,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:B;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0018,F,31,IV,CIV:D;HIST:F;GEO:F;KISW:F;ENGL:C;LIT;ENG:D;BIO:F;B-MATH:F,s0259
S0259/0019,F,28,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:B;LIT;ENG:F;BIO:F;B-MATH:F,s0259
S0259/0020,F,23,III,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:B;LIT;ENG:C;BIO:D;B-MATH:F,s0259
S0259/0021,F,21,II,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;LIT;ENG:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0259
S0259/0022,F,27,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;LIT;ENG:D;BIO:F;B-MATH:F,s0259
S0259/0023,F,24,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;LIT;ENG:B;BIO:D;B-MATH:F,s0259
S0259/0024,F,22,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0025,F,31,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:F;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0026,F,26,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;LIT;ENG:C;BIO:F;B-MATH:F,s0259
S0259/0027,F,27,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:B;LIT;ENG:D;BIO:F;B-MATH:F,s0259
S0259/0028,F,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;LIT;ENG:D;PHY:D;CHEM:C;BIO:F;B-MATH:C,s0259
S0259/0029,F,22,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:A;LIT;ENG:C;BIO:D;B-MATH:F,s0259
